date_sold;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement;yr_built;year_renovated;zip_code;lattitude;longitude;nn_sqft_living;nn_sqft_lot
2014-05-12T00:00:00Z;5,94282623714252;3;3,25;2170;12508;1,5;0;0;very_good;1650;520;1928;1970;98040;47,5665;-122,229;2720;21070
2014-06-25T00:00:00Z;5,62200667300680;4;2,25;2100;9984;1,0;0;0;good;1290;810;1973;1973;98028;47,7365;-122,242;1930;10511
2015-04-16T00:00:00Z;5,74036268949424;3;1,75;1940;8376;1,0;0;0;good;1290;650;1963;1963;98006;47,5586;-122,173;2400;8674
2014-10-30T00:00:00Z;5,43136376415899;4;2,50;2490;11650;1,0;0;0;average;1390;1100;1990;1990;98148;47,4416;-122,332;2010;10495
2015-04-29T00:00:00Z;5,99056082999402;3;2,25;2060;7080;2,0;0;0;average;1800;260;1940;1940;98199;47,6455;-122,409;3070;7500
2014-07-25T00:00:00Z;5,65801139665711;3;2,25;2180;6850;1,0;0;0;average;1750;430;1973;1973;98034;47,7246;-122,217;1740;7016
2014-10-09T00:00:00Z;6,15075643986031;4;3,25;3600;38016;2,0;0;2;average;3310;290;1991;1991;98034;47,7124;-122,253;2440;22693
2015-04-06T00:00:00Z;5,34242268082221;2;1,00;840;9000;1,0;0;0;very_good;840;0;1951;1951;98168;47,5033;-122,329;1350;10400
2014-08-13T00:00:00Z;5,69019608002851;3;2,00;2370;12196;2,0;0;0;good;2370;0;1970;1970;98033;47,6734;-122,176;1380;12196
2015-04-21T00:00:00Z;5,62324929039790;4;2,25;2270;9100;2,0;0;0;average;2270;0;1978;1978;98034;47,7242;-122,170;1710;7910
2015-03-27T00:00:00Z;5,85491302230786;3;1,50;1140;4800;1,5;0;0;average;1140;0;1915;1915;98109;47,6368;-122,354;1260;4800
2014-06-11T00:00:00Z;6,84895846082749;5;4,50;10040;37325;2,0;1;2;average;7680;2360;1940;2001;98004;47,6500;-122,214;3930;25449
2014-08-05T00:00:00Z;5,62838893005031;3;2,25;1670;9500;1,0;0;0;average;1170;500;1977;1977;98125;47,7253;-122,309;1470;9500
2015-04-16T00:00:00Z;5,85234395032353;4;1,75;2220;6731;1,0;0;0;good;1110;1110;1953;1953;98116;47,5691;-122,391;1600;6350
2014-12-01T00:00:00Z;5,52504480703685;3;1,00;980;9903;1,0;0;0;good;980;0;1966;1966;98028;47,7746;-122,239;1830;9903
2014-06-16T00:00:00Z;5,91645394854993;4;1,50;1890;6938;1,5;0;0;average;1890;0;1919;1919;98116;47,5896;-122,389;1700;6250
2015-05-01T00:00:00Z;5,32221929473392;2;1,00;1100;6000;1,5;0;0;good;1100;0;1900;1900;98108;47,5275;-122,323;1280;6000
2014-08-11T00:00:00Z;5,75966784468963;2;1,75;2770;19700;2,0;0;0;average;1780;990;1983;1983;98177;47,7581;-122,365;2360;9700
2014-08-01T00:00:00Z;5,63498080005123;2;2,00;1370;4866;1,0;0;0;average;1370;0;2005;2005;98053;47,7040;-122,012;1365;4784
2014-09-03T00:00:00Z;5,67669360962487;3;1,50;1480;13457;1,0;0;0;average;1480;0;1959;1959;98007;47,5914;-122,136;2100;10517
2014-11-26T00:00:00Z;6,17464119266045;4;3,75;3770;4000;2,5;0;0;very_good;2890;880;1916;1916;98122;47,6157;-122,287;2800;5000
2014-12-10T00:00:00Z;5,88930170250631;3;2,50;3820;35016;2,0;0;0;good;3820;0;1987;1987;98053;47,6496;-122,041;3010;35190
2015-04-07T00:00:00Z;6,11394335230684;3;2,75;4120;16365;1,0;0;2;average;4120;0;1999;1999;98059;47,5265;-122,148;4020;14110
2014-08-01T00:00:00Z;5,60745502321467;3;2,25;1590;7267;1,0;0;0;good;1100;490;1976;1976;98133;47,7457;-122,332;2060;8336
2014-07-21T00:00:00Z;5,32221929473392;3;1,00;1520;8600;1,0;0;0;average;1040;480;1951;1951;98168;47,5134;-122,335;1320;8600
2015-05-04T00:00:00Z;5,94448267215017;4;2,50;2350;4675;2,0;0;0;average;2150;200;1923;1923;98112;47,6344;-122,305;2240;3848
2014-10-24T00:00:00Z;5,37839790094814;4;2,00;1370;8837;1,5;0;0;average;1370;0;1955;1955;98188;47,4386;-122,285;1360;9000
2014-07-14T00:00:00Z;5,71180722904119;3;2,50;1540;6100;1,0;0;0;average;770;770;1944;2014;98126;47,5696;-122,378;1710;5950
2014-07-23T00:00:00Z;6,13984761464631;3;3,25;3786;38038;1,0;1;4;average;1934;1852;1978;2006;98070;47,3907;-122,448;2850;33361
2014-07-22T00:00:00Z;5,33243845991560;4;2,25;1500;5393;2,0;0;0;average;1500;0;1999;1999;98001;47,3378;-122,262;1500;5952
2015-04-09T00:00:00Z;5,49831055378960;6;2,00;1750;17685;1,0;0;0;good;1750;0;1943;1943;98056;47,5096;-122,178;1750;9209
2014-07-30T00:00:00Z;5,64591327503384;3;1,50;1800;8303;1,0;0;0;average;1200;600;1957;1957;98133;47,7693;-122,357;1800;8171
2014-12-17T00:00:00Z;5,62838893005031;2;1,00;830;6030;1,0;0;0;good;830;0;1925;1925;98103;47,6994;-122,347;1280;6030
2014-09-04T00:00:00Z;5,63698910181223;3;1,75;1540;9450;1,0;0;0;good;1040;500;1919;1919;98103;47,6985;-122,348;1200;5400
2014-08-04T00:00:00Z;5,65321251377534;3;2,25;1610;8296;2,0;0;0;average;1610;0;1978;1978;98115;47,7000;-122,297;1610;8288
2014-05-20T00:00:00Z;5,82930377283103;3;2,25;1990;10260;2,0;0;0;good;1990;0;1987;1987;98052;47,6801;-122,115;1990;10260
2014-06-24T00:00:00Z;5,72835378202123;3;2,50;2070;4132;2,0;0;0;average;2070;0;1999;1999;98074;47,6036;-122,015;1530;5606
2014-06-13T00:00:00Z;5,76117581315573;3;1,75;1760;12874;1,0;0;0;good;1230;530;1967;1967;98005;47,5906;-122,167;1950;10240
2014-12-17T00:00:00Z;5,68124123737559;3;1,75;1740;8528;1,0;0;0;good;1290;450;1939;1939;98125;47,7097;-122,303;1610;8528
2014-06-13T00:00:00Z;5,48287358360875;3;1,00;1280;8184;1,5;0;0;good;1280;0;1947;1947;98155;47,7467;-122,319;1120;8184
2015-03-25T00:00:00Z;5,55022835305509;3;1,75;1460;7203;1,0;0;0;average;1460;0;1990;1990;98056;47,5049;-122,189;1570;7203
2014-09-05T00:00:00Z;5,99913054128737;4;3,25;3770;982998;2,0;0;0;average;3770;0;1992;1992;98058;47,4140;-122,087;2290;37141
2014-10-16T00:00:00Z;5,74036268949424;4;1,75;2410;8447;2,0;0;3;good;2060;350;1936;1980;98074;47,6499;-122,088;2520;14789
2014-08-21T00:00:00Z;5,32221929473392;3;1,75;1400;7300;2,0;0;0;average;1400;0;1948;1948;98178;47,4999;-122,268;1440;10825
2015-05-04T00:00:00Z;5,84509804001426;4;3,50;5360;25800;1,0;0;0;average;3270;2090;1971;1971;98074;47,6099;-122,054;2650;21781
2014-06-16T00:00:00Z;5,42324587393681;3;1,00;1000;9150;1,0;0;0;average;1000;0;1969;1969;98059;47,4829;-122,124;1490;10647
2014-09-02T00:00:00Z;5,84509804001426;4;3,50;3150;6175;2,0;0;0;average;3150;0;2001;2001;98075;47,5966;-122,017;3150;6986
2014-09-08T00:00:00Z;6,00860017176192;5;3,50;4180;17841;2,0;0;2;average;3160;1020;1990;1990;98075;47,5618;-122,037;3260;12608
2014-12-09T00:00:00Z;6,05880548667591;4;2,25;2840;20242;1,0;0;0;average;2240;600;1972;1972;98004;47,6390;-122,216;2840;20372
2014-09-24T00:00:00Z;5,61278385671974;2;1,50;1660;4000;1,0;0;0;average;1000;660;1950;1950;98115;47,6832;-122,304;1570;5500
2014-09-05T00:00:00Z;5,82282164530310;4;3,00;2160;4400;1,0;0;0;very_good;1320;840;1921;1921;98122;47,6163;-122,293;1430;4400
2015-04-14T00:00:00Z;5,77815125038364;4;2,50;2420;7744;2,0;0;0;average;2420;0;1994;1994;98056;47,5340;-122,180;2820;11129
2014-06-04T00:00:00Z;5,56223336798650;4;2,50;2310;8030;2,0;0;0;average;2310;0;1978;1978;98019;47,7433;-121,982;1780;8041
2014-07-08T00:00:00Z;5,37199091146492;5;2,50;2340;13713;1,0;0;0;fair;1670;670;1967;1967;98003;47,3307;-122,324;2080;11000
2014-07-21T00:00:00Z;5,76042248342321;4;2,50;2590;5756;2,0;0;0;average;2590;0;2001;2001;98065;47,5356;-121,875;2620;6109
2014-05-05T00:00:00Z;5,60745502321467;2;3,00;1410;1240;2,0;0;0;average;1140;270;2006;2006;98136;47,5221;-122,390;1410;1273
2014-07-16T00:00:00Z;5,52504480703685;3;2,75;2850;8039;1,0;0;0;good;1540;1310;1989;1989;98031;47,4141;-122,204;2240;7727
2015-04-20T00:00:00Z;5,08635983067475;2;1,00;730;6728;1,0;0;0;average;730;0;1953;1953;98148;47,4275;-122,324;1170;7034
2014-06-06T00:00:00Z;5,63548374681491;3;1,75;1470;6250;1,0;0;3;good;1070;400;1939;1939;98155;47,7394;-122,288;2630;7050
2014-08-27T00:00:00Z;5,57403126772772;4;2,25;2330;11400;1,0;0;0;good;2330;0;1974;1974;98058;47,4495;-122,148;2640;10200
2014-06-25T00:00:00Z;5,44090908206522;4;2,25;2460;11250;1,0;0;0;good;2460;0;1959;1959;98002;47,3182;-122,212;1630;10216
2014-07-21T00:00:00Z;5,65321251377534;3;2,25;2080;111513;1,5;0;0;average;1680;400;1977;1977;98072;47,7403;-122,112;2440;107157
2015-05-11T00:00:00Z;5,32221929473392;2;1,00;990;8140;1,0;0;0;poor;990;0;1910;1910;98116;47,5828;-122,382;2150;5000
2014-11-21T00:00:00Z;5,44560420327360;3;2,50;1450;4106;2,0;0;0;average;1450;0;2011;2011;98038;47,3655;-122,019;2000;4000
2015-02-23T00:00:00Z;5,80277372529198;3;1,75;1340;3900;2,0;0;0;very_good;1340;0;1900;1900;98107;47,6711;-122,379;1470;1611
2014-09-24T00:00:00Z;5,33845649360461;3;1,00;1140;7560;1,0;0;0;good;1140;0;1958;1958;98058;47,4624;-122,185;1300;7560
2015-03-24T00:00:00Z;5,87506126339170;4;1,50;1950;6300;1,5;0;1;average;1650;300;1944;1944;98115;47,6819;-122,271;1760;6300
2015-02-13T00:00:00Z;5,49219725664129;4;1,75;2000;25700;1,0;0;0;good;1150;850;1958;1958;98023;47,3200;-122,362;2420;27500
2015-04-01T00:00:00Z;5,55022835305509;3;1,00;900;37800;1,0;0;0;good;700;200;1923;1923;98034;47,7146;-122,234;1750;11998
2014-05-27T00:00:00Z;5,86628733908420;5;2,75;3390;5211;2,0;0;0;average;3390;0;2004;2004;98075;47,5977;-121,981;3210;5211
2014-06-02T00:00:00Z;5,19033169817029;1;1,00;720;6000;1,0;0;0;average;720;0;1940;1940;98108;47,5266;-122,316;1040;6000
2014-06-11T00:00:00Z;5,54900326202579;3;1,00;940;10368;1,0;0;0;average;940;0;1965;1965;98052;47,6608;-122,133;2090;9620
2015-05-07T00:00:00Z;5,61804809671209;3;1,75;1770;10513;1,0;0;0;good;1400;370;1982;1982;98028;47,7726;-122,266;2070;9968
2014-07-01T00:00:00Z;5,30535136944662;1;1,00;590;833;1,0;0;0;good;590;0;1926;1926;98122;47,6082;-122,299;780;1617
2015-05-06T00:00:00Z;5,76342799356294;3;2,50;1980;1873;2,0;0;0;average;1470;510;1996;1996;98107;47,6659;-122,369;1500;1873
2014-10-08T00:00:00Z;5,89762709129044;4;2,50;3500;7519;2,0;0;0;average;3500;0;2004;2004;98053;47,6799;-122,024;3920;7982
2015-03-05T00:00:00Z;5,69888313675259;3;2,50;2100;5112;2,0;0;0;average;2100;0;1999;1999;98065;47,5338;-121,867;2100;4370
2015-04-23T00:00:00Z;5,72015930340596;4;2,25;2620;98881;1,0;0;0;average;1820;800;1952;1952;98070;47,4662;-122,453;1728;95832
2014-06-22T00:00:00Z;5,90848501887865;4;2,50;2810;10613;2,0;0;0;average;2810;0;1989;1989;98006;47,5424;-122,141;2800;9933
2015-02-20T00:00:00Z;5,62838893005031;4;1,50;2290;8773;1,0;0;0;good;1330;960;1947;1947;98133;47,7173;-122,330;1740;7058
2014-12-26T00:00:00Z;5,38246732201583;3;1,75;1350;7588;1,0;0;0;average;1350;0;1993;1993;98010;47,3123;-122,023;1470;7341
2014-11-12T00:00:00Z;5,50338206347373;4;2,50;2770;19116;1,0;0;0;good;1600;1170;1961;1961;98003;47,3386;-122,319;2730;18429
2014-08-27T00:00:00Z;5,85733249643127;4;1,75;2530;5000;1,5;0;2;very_good;2070;460;1917;1917;98103;47,6624;-122,348;1950;3600
2014-07-26T00:00:00Z;5,32221929473392;2;1,75;1000;3554;1,0;0;0;good;1000;0;1975;1975;98198;47,3811;-122,320;1150;4000
2014-05-19T00:00:00Z;5,88195497133960;5;2,00;3370;5000;1,5;0;0;good;2140;1230;1907;1907;98109;47,6373;-122,350;1920;3200
2014-07-24T00:00:00Z;5,39357520326959;4;1,75;2290;7765;1,0;0;0;average;2290;0;1936;1953;98146;47,4997;-122,353;1240;8215
2014-07-23T00:00:00Z;5,45101845215546;3;2,25;1670;7150;2,0;0;0;good;1670;0;1990;1990;98042;47,3603;-122,088;1570;7040
2014-06-05T00:00:00Z;5,59659709562646;3;1,75;1460;22651;1,0;0;0;good;1460;0;1961;1961;98027;47,4861;-122,030;2030;49222
2014-06-16T00:00:00Z;5,46982201597816;3;1,75;1770;8235;1,0;0;0;average;1030;740;1960;1960;98148;47,4323;-122,328;1560;8918
2014-10-01T00:00:00Z;5,88649072517248;3;1,75;1900;6334;1,0;0;2;average;1450;450;1948;1948;98105;47,6675;-122,276;1530;6334
2014-05-08T00:00:00Z;5,74814924898199;2;2,00;1870;4950;1,0;0;0;average;1870;0;2006;2006;98053;47,7195;-122,022;1670;4800
2014-07-10T00:00:00Z;5,80550085815840;4;2,00;1840;5419;1,0;0;0;good;920;920;1942;1942;98199;47,6483;-122,404;1800;5419
2015-04-28T00:00:00Z;5,49824161268589;3;1,00;1590;8470;1,0;0;0;good;1140;450;1967;1967;98058;47,4473;-122,159;1570;9375
2015-03-24T00:00:00Z;5,72015930340596;3;1,00;1640;6180;1,0;0;0;good;1640;0;1946;1946;98118;47,5682;-122,284;1540;6180
2014-05-09T00:00:00Z;6,38021124171161;3;2,25;3000;11665;1,5;1;4;average;3000;0;2001;2001;98075;47,5884;-122,086;3000;15959
2014-06-02T00:00:00Z;5,91381385238372;3;1,75;2160;6272;1,0;0;0;good;1390;770;1960;1960;98115;47,6777;-122,306;1290;5376
2014-09-11T00:00:00Z;6,14144977340047;3;3,00;2490;3600;2,0;0;3;good;1790;700;1911;1911;98119;47,6313;-122,369;2490;3600
2014-10-17T00:00:00Z;5,71721267179393;3;2,00;1290;5700;1,0;0;0;very_good;1290;0;1950;1950;98116;47,5713;-122,397;1160;5700
2014-10-06T00:00:00Z;5,88124196103020;3;2,50;3190;49137;2,0;0;0;average;3190;0;1988;1988;98074;47,6027;-122,043;3240;53143
2014-06-04T00:00:00Z;5,88058495606498;4;1,00;1540;115434;1,5;0;0;good;1540;0;1923;1923;98031;47,4163;-122,220;2027;23522
2015-04-22T00:00:00Z;5,59106460702650;2;1,00;980;3800;1,0;0;0;average;980;0;1926;1926;98103;47,6903;-122,340;1520;5010
2014-09-24T00:00:00Z;5,55624217790006;5;2,25;2450;9432;2,0;0;0;average;2450;0;1973;1973;98058;47,4519;-122,130;2310;9100
2015-04-24T00:00:00Z;5,98227123303957;4;3,50;4610;11676;2,0;0;0;average;4610;0;2000;2000;98075;47,6011;-121,983;3900;11164
2014-10-07T00:00:00Z;5,90308998699194;7;6,75;7480;41664;2,0;0;2;average;5080;2400;1953;1953;98166;47,4643;-122,368;2810;33190
2015-01-08T00:00:00Z;6,00432137378264;3;2,50;2860;5805;2,0;0;0;average;2860;0;1999;1999;98005;47,6218;-122,160;2360;5832
2015-01-20T00:00:00Z;5,46239799789896;3;2,00;1810;11456;1,0;0;0;average;1810;0;1970;1970;98045;47,4648;-121,756;1360;12931
2014-05-13T00:00:00Z;5,89042101880091;3;3,25;3610;59677;2,0;0;0;average;2440;1170;2003;2003;98027;47,5464;-122,088;3130;65775
2014-10-07T00:00:00Z;5,72098574415374;2;1,00;1450;4500;1,5;0;0;good;1450;0;1921;1921;98107;47,6739;-122,396;1470;5000
2015-04-18T00:00:00Z;5,74036268949424;3;3,50;1450;1091;2,0;0;0;average;1200;250;2007;2007;98119;47,6475;-122,359;1490;3017
2014-12-23T00:00:00Z;5,44090908206522;3;1,50;1820;8750;1,0;0;0;good;1200;620;1958;1958;98198;47,4213;-122,322;1500;8000
2014-12-29T00:00:00Z;6,39794000867204;5;3,25;5620;12672;2,0;0;0;good;4140;1480;1916;1916;98144;47,5786;-122,287;4470;8050
2015-01-22T00:00:00Z;5,51188336097887;3;1,75;2080;6554;1,0;0;0;average;1040;1040;1950;1950;98118;47,5135;-122,257;1230;5650
2014-09-26T00:00:00Z;5,56229286445647;3;2,50;1780;1754;3,0;0;0;average;1780;0;2007;2007;98126;47,5480;-122,373;1780;1607
2014-10-07T00:00:00Z;6,33243845991560;8;6,00;4340;9415;2,0;0;0;average;4340;0;1967;1967;98004;47,6316;-122,202;2050;9100
2015-03-05T00:00:00Z;5,91648026863005;4;3,25;2860;3680;2,0;0;0;average;1980;880;1925;1993;98115;47,6752;-122,300;2010;3680
2015-03-04T00:00:00Z;5,58546072950850;3;2,00;1320;1297;3,0;0;0;average;1320;0;1995;1995;98117;47,6959;-122,376;1380;1503
2015-03-31T00:00:00Z;5,79169064902012;3;2,50;2040;7503;2,0;0;0;average;2040;0;1987;1987;98029;47,5718;-122,021;2170;7503
2015-03-25T00:00:00Z;5,69372694892365;4;2,25;1790;42000;1,0;0;0;average;1170;620;1983;1983;98045;47,4819;-121,744;2060;50094
2015-04-27T00:00:00Z;5,61537130793989;3;2,00;1910;13505;1,0;0;0;average;1910;0;1955;1955;98034;47,7114;-122,230;2010;8000
2015-01-23T00:00:00Z;5,76342799356294;3;1,75;1460;2800;2,0;0;0;average;1460;0;1928;1928;98117;47,6779;-122,371;1220;4062
2014-11-05T00:00:00Z;5,43120288455652;3;1,50;1420;22100;1,0;0;0;very_good;1420;0;1957;1957;98042;47,4193;-122,149;1540;21780
2015-04-06T00:00:00Z;5,84775768839233;4;1,50;1790;4080;1,5;0;0;very_good;1790;0;1928;1928;98144;47,5749;-122,291;1710;4080
2014-11-07T00:00:00Z;5,42651126136457;3;2,00;1390;6005;2,0;0;0;average;1390;0;2005;2005;98022;47,2117;-121,990;1264;5550
2014-08-13T00:00:00Z;5,49136169383427;4;1,75;1880;12150;1,0;0;0;average;1280;600;1976;1976;98023;47,3272;-122,363;1980;9680
2015-01-23T00:00:00Z;5,35614828419472;3;1,50;1570;10824;2,0;0;0;average;1570;0;1908;1908;98118;47,5400;-122,275;1530;8125
2014-05-28T00:00:00Z;5,96614173273903;3;2,50;2690;7000;2,0;0;0;very_good;1840;850;1943;1943;98115;47,6784;-122,277;1800;6435
2015-05-08T00:00:00Z;5,38916608436453;3;1,75;1670;11452;1,0;0;2;average;1670;0;1992;1992;98022;47,1913;-122,015;1820;11152
2014-12-14T00:00:00Z;5,53133583176229;3;1,00;1040;7490;1,0;0;0;average;1040;0;1969;1969;98034;47,7137;-122,213;1520;7410
2014-07-10T00:00:00Z;5,64246452024212;4;2,00;1560;7500;1,0;0;0;good;1560;0;1968;1968;98034;47,7281;-122,181;1730;7500
2014-05-27T00:00:00Z;5,60205999132796;2;1,00;1470;6120;1,0;0;0;fair;1470;0;1940;1940;98115;47,6914;-122,287;1840;6120
2014-06-30T00:00:00Z;5,74818802700620;3;2,25;2070;15002;1,5;0;0;average;2070;0;1955;2013;98155;47,7635;-122,274;2070;15002
2014-10-01T00:00:00Z;5,84696212047064;2;1,00;1370;5922;1,0;0;2;average;1130;240;1941;1941;98199;47,6473;-122,406;2460;6759
2014-12-09T00:00:00Z;5,55990662503611;2;1,00;1120;4800;1,0;0;0;average;770;350;1926;1926;98126;47,5669;-122,372;1510;4800
2014-09-19T00:00:00Z;5,81291335664286;4;2,75;2640;6240;2,0;0;0;average;2640;0;2001;2001;98075;47,5788;-122,059;2640;5898
2015-01-06T00:00:00Z;5,47704886627347;3;1,00;1030;9916;1,0;0;0;good;1030;0;1972;1972;98034;47,7218;-122,176;1470;9044
2014-10-01T00:00:00Z;5,66745295288995;4;1,75;1730;11700;1,0;0;0;average;880;850;1956;1956;98008;47,6031;-122,130;1570;7820
2015-02-13T00:00:00Z;5,86033800657099;3;2,50;2090;9847;2,0;0;2;average;2090;0;1983;1983;98006;47,5651;-122,114;2860;11483
2014-06-04T00:00:00Z;5,32735893438633;3;1,00;920;14400;1,0;0;0;good;920;0;1977;1977;98001;47,2816;-122,269;1170;9600
2014-09-10T00:00:00Z;5,72098574415374;4;2,25;2970;54450;2,0;0;0;average;2970;0;1983;1998;98058;47,4338;-122,146;2260;6465
2014-12-23T00:00:00Z;5,58319877396862;3;2,50;1720;10031;2,0;0;0;average;1720;0;1993;1993;98028;47,7688;-122,238;2280;5845
2015-04-21T00:00:00Z;5,38738982633873;3;1,75;1460;4692;1,0;0;0;average;1460;0;1988;1988;98055;47,4720;-122,192;1600;4557
2014-08-05T00:00:00Z;5,75204844781944;3;1,50;1540;3570;1,5;0;0;very_good;1490;50;1930;1930;98105;47,6692;-122,325;1620;4080
2015-02-19T00:00:00Z;5,57170883180869;8;3,00;2850;12714;1,0;0;0;average;2850;0;1959;1959;98055;47,4859;-122,205;1480;4942
2014-05-20T00:00:00Z;5,60745502321467;5;2,50;2430;4781;2,0;0;0;average;2430;0;2001;2001;98058;47,4487;-122,117;2420;4770
2014-06-20T00:00:00Z;5,99078269180314;3;1,50;1700;14133;1,0;0;1;good;1700;0;1954;1954;98004;47,6166;-122,220;2630;17376
2014-11-16T00:00:00Z;5,51173367062468;4;1,75;2160;28750;2,0;0;0;good;2160;0;1978;1978;98092;47,3212;-122,118;1790;53578
2015-04-29T00:00:00Z;5,64836001098093;3;1,50;860;3200;1,0;0;0;average;860;0;1929;1929;98117;47,6791;-122,362;1220;4300
2015-04-27T00:00:00Z;5,63848925695464;4;2,00;1650;4745;1,0;0;0;average;1130;520;1972;1972;98034;47,7359;-122,180;1650;5184
2014-08-22T00:00:00Z;5,40140054078154;3;2,25;1570;8410;1,0;0;0;average;1180;390;1991;1991;98022;47,1942;-121,990;1540;8410
2014-06-23T00:00:00Z;5,54406804435028;3;1,75;1660;10150;1,5;0;0;average;1660;0;1957;1957;98133;47,7512;-122,342;1640;8906
2014-11-07T00:00:00Z;5,94200805302231;3;1,00;1220;8119;1,0;0;0;good;1220;0;1955;1955;98039;47,6328;-122,236;1910;8119
2015-02-10T00:00:00Z;5,97312785359970;3;1,00;1220;8119;1,0;0;0;good;1220;0;1955;1955;98039;47,6328;-122,236;1910;8119
2014-08-19T00:00:00Z;5,44715803134222;3;2,00;1780;11342;1,0;0;0;average;1780;0;1964;1964;98148;47,4617;-122,327;2140;8449
2014-09-19T00:00:00Z;5,65321251377534;3;2,50;2180;4226;2,0;0;0;average;2180;0;2004;2004;98011;47,7733;-122,226;2540;4607
2014-12-31T00:00:00Z;5,95664857920520;3;2,50;3520;237402;2,5;0;0;average;3520;0;2004;2004;98092;47,2687;-122,056;2310;165963
2014-07-16T00:00:00Z;5,58257466525831;3;2,50;2220;20531;2,0;0;0;average;2220;0;1998;1998;98001;47,2864;-122,264;2420;19249
2014-12-24T00:00:00Z;5,39216914948974;3;2,00;1610;13309;1,0;0;0;good;1610;0;1967;1967;98042;47,3398;-122,133;1610;15725
2015-02-16T00:00:00Z;5,74487947137103;3;1,00;1060;4880;1,0;0;0;fair;910;150;1913;1913;98118;47,5545;-122,288;1200;4880
2014-06-11T00:00:00Z;5,41912930774198;3;1,50;1160;8906;1,0;0;0;average;1160;0;1962;1962;98118;47,5362;-122,290;1160;8906
2014-12-01T00:00:00Z;5,71180722904119;2;1,00;910;4725;1,0;0;0;average;910;0;1949;1949;98115;47,6760;-122,281;1600;5200
2014-06-17T00:00:00Z;5,69853549256200;3;2,50;2970;21907;2,0;0;0;average;2970;0;1998;2006;98059;47,4741;-122,099;2040;27917
2014-06-04T00:00:00Z;5,13033376849501;1;1,00;790;13062;1,0;0;0;average;790;0;1942;1942;98168;47,4919;-122,311;1240;7137
2014-11-18T00:00:00Z;5,66511173707505;2;2,00;1540;7290;2,0;0;0;average;1540;0;1948;1983;98136;47,5510;-122,395;1540;7072
2015-04-15T00:00:00Z;5,97197127639976;4;2,50;3130;21100;1,0;0;4;average;2530;600;1956;1956;98177;47,7598;-122,372;3680;23000
2015-04-22T00:00:00Z;5,66086547800387;3;1,50;1470;9570;1,0;0;0;average;1280;190;1941;1941;98125;47,7032;-122,306;1390;9570
2014-05-31T00:00:00Z;5,81954393554187;3;2,25;2675;40910;2,0;0;0;average;2675;0;1984;1984;98075;47,5916;-122,055;2300;39438
2015-04-17T00:00:00Z;5,42324587393681;3;2,00;1340;6783;1,0;0;0;good;1340;0;1987;1987;98030;47,3504;-122,177;1630;6458
2014-05-07T00:00:00Z;5,77815052655890;9;4,50;3830;6988;2,5;0;0;average;2450;1380;1938;1938;98103;47,6927;-122,338;1460;6291
2014-11-07T00:00:00Z;5,94200805302231;4;3,00;3720;14125;1,0;0;0;good;1930;1790;1960;1960;98005;47,5911;-122,177;3160;15300
2014-10-14T00:00:00Z;5,09691001300806;3;1,00;920;7276;1,0;0;0;good;920;0;1961;1961;98002;47,2850;-122,211;1120;7276
2014-06-20T00:00:00Z;5,55624217790006;3;2,25;1940;11612;1,0;0;0;good;1100;840;1981;1981;98178;47,5018;-122,230;2180;8954
2014-12-15T00:00:00Z;5,62013605497376;3;1,75;1590;11454;1,0;0;0;good;1590;0;1979;1979;98056;47,5049;-122,186;1970;9960
2014-08-15T00:00:00Z;6,01619735351244;4;2,50;3770;10893;2,0;0;2;average;3770;0;1997;1997;98006;47,5646;-122,129;3710;9685
2015-03-18T00:00:00Z;5,83569057149243;4;2,50;2820;10125;2,0;0;0;average;2820;0;2008;2008;98155;47,7494;-122,304;1560;10125
2014-11-05T00:00:00Z;5,29776051109913;3;1,75;1520;7137;1,0;0;0;average;1520;0;1932;1932;98168;47,4924;-122,311;1240;8602
2015-04-08T00:00:00Z;5,81287994809006;3;2,50;3310;387684;1,0;0;0;average;2160;1150;1919;1996;98038;47,4167;-121,936;2340;189050
2014-11-11T00:00:00Z;5,66520562843460;3;1,75;1430;11761;1,0;0;0;good;1430;0;1964;1964;98052;47,6686;-122,157;2040;10035
2015-03-06T00:00:00Z;5,56237614582354;4;2,50;2506;6232;2,0;0;0;average;2506;0;2006;2006;98030;47,3734;-122,182;2070;8260
2015-04-28T00:00:00Z;5,67209785793572;5;1,75;2740;9600;1,0;0;0;good;1370;1370;1945;1945;98144;47,5738;-122,315;1990;4800
2014-08-27T00:00:00Z;5,53147891704226;3;1,75;1540;10400;1,0;0;0;average;1540;0;1977;1977;98024;47,5651;-121,890;1090;7500
2014-08-05T00:00:00Z;5,95904139232109;4;2,75;4190;38912;1,0;0;0;good;2040;2150;1965;1965;98005;47,6472;-122,157;3050;36884
2015-04-07T00:00:00Z;5,60745502321467;4;1,75;1690;8392;1,0;0;0;average;1190;500;1979;1979;98028;47,7730;-122,256;1880;9861
2014-06-02T00:00:00Z;5,82020145948564;4;2,25;1990;4600;1,5;0;2;good;1420;570;1932;1932;98126;47,5638;-122,380;1810;5750
2014-11-06T00:00:00Z;5,80277372529198;4;2,50;2410;7069;2,0;0;0;average;2410;0;1993;1993;98034;47,7094;-122,234;2240;7184
2015-05-05T00:00:00Z;5,45024910831936;2;1,00;1150;6098;1,0;0;0;average;950;200;1948;1948;98125;47,7259;-122,328;1790;8455
